Key,Summary,Reporter,Status,Account ID,Description,Comments,Num_Comments
CSE-5262,Check who changed the visibility toggle on for candidates on a job - Somewhere,Augusto Benate,Closed,32782,"Can you please check how the visibility was turned ON for these candidates: [+17325612148330051369OUq+|https://app.recruitcrm.io/v1/candidate/17325612148330051369OUq]; [+17594378400840072484bpP+|https://app.recruitcrm.io/v1/candidate-sequence/17655617355660072484HBk/assigned_candidates/0/17594378400840072484bpP]

on this Job: 17655617355660072484HBk



I’ve checked, and I can see their visibility ON, but I can’t confirm if it is for this job exactly.","02/Jan/26 10:58 AM;633ad9c8a84c7f79c3888e72;Hi [~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065], you can check the *Candidate visibility status changed* in audit log. 

!Screenshot 2026-01-02 at 10.58.05 AM.png|width=412,height=78,alt=""Screenshot 2026-01-02 at 10.58.05 AM.png""!


---
02/Jan/26 4:09 PM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;Hey [~accountid:633ad9c8a84c7f79c3888e72] 
We checked the logs and found that the candidate visibility was turned off. The user mentioned that it seems to have been turned on automatically at some point, after which they had to manually turn it off again.

I’m attaching the logs I found for reference.
Could you please help check how the visibility might have been turned on in the first place?

!Screenshot 2026-01-02 at 3.50.09 PM.png|width=1173,height=757,alt=""Screenshot 2026-01-02 at 3.50.09 PM.png""!

!Screenshot 2026-01-02 at 3.52.04 PM.png|width=1174,height=738,alt=""Screenshot 2026-01-02 at 3.52.04 PM.png""!


---
02/Jan/26 6:22 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Can you please check the comment added?
---
02/Jan/26 7:31 PM;633ad9c8a84c7f79c3888e72;[~accountid:5ee71f2d41f7000abb05a669] Can you check this once as i saw on audit log there were a lot and lots of logs for Candidate Status Visibility Change in the client’s account. I’m guessing that somehow they only have performed the action.
---
03/Jan/26 10:37 AM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;[~accountid:5ee71f2d41f7000abb05a669] [~accountid:633ad9c8a84c7f79c3888e72] any updates? The client is following up since the past 2 days. 
---
05/Jan/26 7:08 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:5ee71f2d41f7000abb05a669] any updates? client is asking for updates again
---
06/Jan/26 6:56 PM;633ad9c8a84c7f79c3888e72;Hi [~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] There is an *admin-level setting* that controls this functionality:
*“You can set default candidate visibility when a candidate is assigned to a new job.”*

This setting can be found under *Admin Settings → Shared Candidate Fields*. If this option is enabled, the candidate visibility is automatically set to *ON* whenever a candidate applies and the client changes the stage, which aligns with the behavior client is observing.

Please communicate this to the client. Let me know if there are any further questions or issues related to this.

CC: [~accountid:5ee71f2d41f7000abb05a669] 


---
06/Jan/26 9:51 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:633ad9c8a84c7f79c3888e72] can you check for this specific record shared on the query? This is the client answer, and I want to avoid back and forth, since I don’t have the confirmation that the status changed on the job mentioned as shared on the SS we can see a change in visibility, but we are unable to confirm if it is for the job shared
---
07/Jan/26 9:12 AM;5ee71f2d41f7000abb05a669;The moment candidate applied visibility status was visible as per default settings.
Here is the logs:
[+17325612148330051369OUq+|https://app.recruitcrm.io/v1/candidate/17325612148330051369OUq]:

!Screenshot 2026-01-07 at 09.10.17.png|width=990,height=186,alt=""Screenshot 2026-01-07 at 09.10.17.png""!

17594378400840072484bpP:

!Screenshot 2026-01-07 at 09.10.40.png|width=972,height=133,alt=""Screenshot 2026-01-07 at 09.10.40.png""!


---
07/Jan/26 5:22 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;I've informed the client, thanks for the help team!
---
08/Jan/26 12:48 AM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Hi [~accountid:633ad9c8a84c7f79c3888e72] , here’s their response, they mentioned that the Default Candidate Visibility was turned off from the start. Could you please check this?

!image-20260107-191731.png|width=871,height=882,alt=""image-20260107-191731.png""!


---
08/Jan/26 12:49 AM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;They have mentioned that this has happened twice with their account
---
08/Jan/26 5:36 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:633ad9c8a84c7f79c3888e72] [~accountid:5ee71f2d41f7000abb05a669] can you check this and let me know what I can tell the client about the issue?
---
08/Jan/26 6:14 PM;629dc205d442e60068402f21;[~accountid:5ee71f2d41f7000abb05a669] / [~accountid:633ad9c8a84c7f79c3888e72] 
Can you please share who turned ON that deafult candidate visibility setting? because when I checked with them over the call it was already off, so someone must have turned it ON and OFF as well. 

Please share that logs. 
---
09/Jan/26 6:41 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Any updates here team? [~accountid:5ee71f2d41f7000abb05a669] / [~accountid:633ad9c8a84c7f79c3888e72] 

CC: [~accountid:629dc205d442e60068402f21] 
---
09/Jan/26 6:54 PM;5ee71f2d41f7000abb05a669;Hi [~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] [~accountid:629dc205d442e60068402f21],
We tried getting the data for default visiblity but did not got any logs in database neither on audit log.

Also, we tried to check the data for candidate applied on elastic but last applied was on 3rd Jan 2026 and on elastic we have data for last 2 days i.e from 7th Jan.

Next step would be: We can watch newly applied candidate and check what is the status of visibility getting saved.

As per logs for reported candidate by default *visibilty was set as visible* which means *no user has turned them on manually.*

!Screenshot 2026-01-09 at 18.53.39.png|width=656,height=349,alt=""Screenshot 2026-01-09 at 18.53.39.png""!



---
09/Jan/26 6:56 PM;5ee71f2d41f7000abb05a669;*visibility**
---
14/Jan/26 8:26 PM;629dc205d442e60068402f21;[~accountid:5ee71f2d41f7000abb05a669] They reported this again with another candidate, and below are the details: 

1. Candidate: [https://app.recruitcrm.io/v1/candidate/17676084262330072484CzF|https://app.recruitcrm.io/v1/candidate/17676084262330072484CzF] 
2. Job: [https://app.recruitcrm.io/v1/job/17676177676760072484tXK|https://app.recruitcrm.io/v1/job/17676177676760072484tXK] 

Attached is the video of how the visibility automatically changed to “Yes” after updating the stage. Can you please check this at the earliest? 

!RCRM Visibilty Turns On.mp4|width=1280,height=720,alt=""RCRM Visibilty Turns On.mp4""!

 *And they don’t have any automations for this.* 
---
14/Jan/26 9:55 PM;5ee71f2d41f7000abb05a669;Hi [~accountid:629dc205d442e60068402f21],
Can you please ask them to update hiring stage for following candidate and record video:
Candidate:
[https://app.recruitcrm.io/v1/candidate/17659426485650072484PiJ|https://app.recruitcrm.io/v1/candidate/17659426485650072484PiJ|smart-link] 
for job: 
[https://app.recruitcrm.io/v1/job/17676177676760072484tXK|https://app.recruitcrm.io/v1/job/17676177676760072484tXK|smart-link] 
---
14/Jan/26 9:56 PM;629dc205d442e60068402f21;Checking [~accountid:5ee71f2d41f7000abb05a669] 
---
14/Jan/26 10:25 PM;629dc205d442e60068402f21;[~accountid:5ee71f2d41f7000abb05a669] here’s the video: [https://www.loom.com/share/42c6e42c587143d8ad445acbc9b65a59|https://www.loom.com/share/42c6e42c587143d8ad445acbc9b65a59|smart-link] 
---
15/Jan/26 5:46 PM;629dc205d442e60068402f21;[~accountid:5ee71f2d41f7000abb05a669] can you please share updates here, if any? and what could be done to investigate this further?
---
15/Jan/26 6:13 PM;5ee71f2d41f7000abb05a669;[~accountid:712020:383767eb-1ddb-4ad0-bd68-a348acf3e6d9] Please assign someone to check with context of Job board.
i’m not able to find anything yet
---
15/Jan/26 10:43 PM;5ee71f2d41f7000abb05a669;Hi [~accountid:629dc205d442e60068402f21],
I got the RCA for this.
When we use following public API:
{{https://api.recruitcrm.io}}*/v1/candidates/{candidate}/apply*
API doc: [https://docs.recruitcrm.io/docs/rcrm-api-reference/b8062c526dc16-apply-to-job|https://docs.recruitcrm.io/docs/rcrm-api-reference/b8062c526dc16-apply-to-job] 

Default visibility gets set to 1 i.e Visible for applied candidate.
---
16/Jan/26 2:43 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;How can we fix this in this case, [~accountid:5ee71f2d41f7000abb05a669] ? Or is a fix already deployed?
---
16/Jan/26 8:28 PM;629dc205d442e60068402f21;thanks [~accountid:5ee71f2d41f7000abb05a669] i’ve shared the details with the client. 
---
17/Jan/26 12:11 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:5ee71f2d41f7000abb05a669] , [~accountid:629dc205d442e60068402f21] with the client to use the Apply to Job endpoint but from the client’s response they still need to make 2 calls to achieve this:

!Screenshot 2026-01-16 at 15.38.16.png|width=592,height=287,alt=""Screenshot 2026-01-16 at 15.38.16.png""!

Can you please confirm if we are able to change the candidate visibility with the APply to job call? I only see the visibility in body response but not in the parameters: [https://docs.recruitcrm.io/docs/rcrm-api-reference/b8062c526dc16-apply-to-job|https://docs.recruitcrm.io/docs/rcrm-api-reference/b8062c526dc16-apply-to-job|smart-link] 
---
17/Jan/26 11:31 AM;5ee71f2d41f7000abb05a669;We have made changes at database level, now default visibility should be invisible for applied candidate using public API
---
17/Jan/26 11:34 AM;5ee71f2d41f7000abb05a669;They don’t need to make 2 API call now, simply apply endpoint will handle visibility now.
---
20/Jan/26 5:17 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;API logic was changed so by default candidates are not visible, client shouldn't face any issues",30
CSE-5302,Job Requisition Submitted but Not Visible in App.,Diya Shukla,Closed w/o Customer Ack, 72794,"A user reported that their client has submitted a Job Requisition, but they are unable to see it in the app or get any notification. Upon checking further, the user confirmed the following:

* The Job Requisition tab is not visible to them
* They did not receive any email notification related to the requisition
* The Hiring Manager Portal is enabled in the account settings

Despite this, the job requisition submitted by the client is not appearing anywhere in the system.

The client used the following email ID to sign up for the Hiring Manager Portal: [+Shubha.goyal@finvasia.com+|mailto:Shubha.goyal@finvasia.com]

Could you please look into what might be causing this issue and why the requisition is not visible or triggering notifications?","10/Jan/26 8:53 AM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;!Nikita.png|thumbnail!

!Screenshot 2026-01-10 at 8.44.44 AM.png|thumbnail!
---
14/Jan/26 3:17 PM;712020:2635ce73-39e4-4a85-a676-9841dded5d5a;Hi @Diya Shukla, I’m unable to fetch out any jobs that have been added using job requisition in the logs. Could you please share the specific job name that is not currently visible? 
---
14/Jan/26 3:36 PM;712020:111328ae-3843-43f1-962d-bbec25d4fcb9;Asked for the same: 

!image-20260114-100648.png|width=666,height=792,alt=""image-20260114-100648.png""!


---
17/Jan/26 12:22 PM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;Closing this for now as the client is not replying. 
---
17/Jan/26 12:22 PM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;!image-20260117-065221.png|width=572,height=359,alt=""image-20260117-065221.png""!

",5
CSE-5340,Regarding a specific Boolean Search query,Sanjana Panigrahi,Cancelled,85143,"Candidate slug: 17677489560960928972cde

This is one out of some candidates that should come up in the search but aren’t. Is this because their data was only just migrated?

Originally he was trying like this
""SAP"" AND ""ERP"" AND ""project manager""

But then he changed it to this
SAP AND ERP AND (project manager) but it didn't make a difference.

Also he tried to change it to this
SAP AND ERP AND project AND manager

It got him the most results but the candidate slug above is one he found separately that has every one of these keywords in his CV (word doc) but he won't come up in any of the searches.



If it helps, the client mentioned that for some candidates that have just been migrated, the work history isn’t being parsed from the CVs, which makes sense for an elaborate layout, but this CV’s layout was pretty simple, according to the layout.","16/Jan/26 7:12 AM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;CC [~accountid:712020:ce4d5d77-3fdb-4605-95dd-7dfb5fd16cba] 
---
16/Jan/26 10:37 AM;62b15ba784d73c7201674416;yes [~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] the parsing is not yet completed for this, so it isn’t showing up

[~accountid:622f37088c349300687b1005] please share the timelines when it will be completed
---
19/Jan/26 6:15 AM;712020:ce4d5d77-3fdb-4605-95dd-7dfb5fd16cba;[~accountid:62b15ba784d73c7201674416] [~accountid:622f37088c349300687b1005]  is it a temporary glitch or a normal behaviour?
---
19/Jan/26 10:44 AM;63c537b8e28ec74364cbb7fd;Hi [~accountid:712020:ce4d5d77-3fdb-4605-95dd-7dfb5fd16cba] 
The migration is still ongoing. We have not started the resume parsing and insertion of data in profile table which powers Boolean search.
Once the above two thing gets completed, they will get the proper result 
---
19/Jan/26 11:38 AM;712020:ce4d5d77-3fdb-4605-95dd-7dfb5fd16cba;alright!",5
CSE-5326,Recreate Metabase Group for Account ID 88904 (Omada Search),Manjunath Mangali,Resolved,88904,"We had previously deleted the Omada Search group in Advanced Analytics since the customer was not using it at the time. After a call with the client yesterday, they’ve confirmed that they would now like to start using Advanced Analytics. Could you please recreate the Metabase group for Account ID 88904 (Omada Search).",,0
CSE-5271,GDPR & IT Security Questions,Divya Utreja,Closed, 75489,"I’ve received a couple of questionnaire forms from one of our enterprise clients, Inflow Partnership, one related to GDPR and another covering IT security. These are required by their end client.

I’ve added both forms here. Could someone please review them and add the appropriate responses so I can share them back with the client? 

CC: [~accountid:624af0e2f813eb00692c5b34] [~accountid:61065762627b560068ef149b] ","05/Jan/26 5:29 PM;712020:f39dbe89-dd36-467a-a4ab-e87569d3fe86;[^02_Vendor GDPR IT Security Concept Questionnaire v10032020.docx]

[^03_Vendor GDPR Questionnaire v10032020.docx]
---
08/Jan/26 1:53 PM;712020:f39dbe89-dd36-467a-a4ab-e87569d3fe86;Any updates on this? [~accountid:5d7f760b9581710c3032557e] [~accountid:621dc6d5a1245000688693b8] [~accountid:63c5374ebfdb647eb1d962a6] 

CC: [~accountid:624af0e2f813eb00692c5b34] 
---
08/Jan/26 3:29 PM;63c5374ebfdb647eb1d962a6;[~accountid:712020:f39dbe89-dd36-467a-a4ab-e87569d3fe86] I have answered all the required Security Questionnaire, please check below attachments.
Let me know if anything else is required

[^03_Vendor GDPR Questionnaire v10032020.pages]
[^02_Vendor GDPR IT Security Concept Questionnaire v10032020.pages]

",3
CSE-5307,Boolean search - Accented characters,Mitali Chopra,Resolved,,"If I run a Boolean search with a keyword containing an accented character, for example *“Maurício”*, only records where this exact word *with the accented character* is present are returned. Records where the keyword appears as *“Mauricio”* (without the accent) are not included.

Similarly, when I run a Boolean search using the keyword *“Mauricio”*, it does not return records where the name is stored as *“Maurício”*.

However, when I apply a filter on the *Name* column and use *Name contains Maurício*, it returns records that contain *“Mauricio”* (without the accent) as well. Likewise, using *Name contains Mauricio* also returns records where the name is stored as *“Maurício”*.

*Query:*
Why does Boolean search treat accented and non-accented characters as different values (accent-sensitive), while the filter search treats them as equivalent (accent-insensitive)? Is this difference intentional, and can Boolean search be made accent-insensitive to ensure consistent behavior across boolean search and filters?","12/Jan/26 2:38 PM;712020:9e4be7f2-ce08-4d42-a7e8-6c5789fc853d;!Screen Recording 2026-01-12 at 2.20.59 PM.mov|thumbnail!
---
12/Jan/26 2:51 PM;5f7aab31bd1298006fe71331;[~accountid:712020:9e4be7f2-ce08-4d42-a7e8-6c5789fc853d] 


* Boolean search uses full-text search under the hood, which is accent-sensitive by default. It differentiates between characters like ç vs c, í vs i, etc. 
* Filters use substring matching (LIKE) with accent-insensitive collations, so Maurício ≈ Mauricio in that context.

",2
CSE-5266,Image from Public Job Page has different settings than the on eon the Talent Pool Page,nicolemendes,Resolved,84524,"A correctly designed banner image (solid background, JPG format, correct dimensions) has been uploaded. The banner displays correctly on the *Talent Pool page*, with colors matching the original image. However, on the *Public Jobs page*, the same banner appears muted/darkened and does not reflect the original colors.

* After multiple tests, it appears that the *Title Background Color* and *Page Background Color* settings apply a fixed overlay or background layer over the banner image on the Public Jobs page.
* This behavior is especially noticeable on *mobile view*.
* There is currently *no option* to disable this overlay, adjust its opacity/visibility, or allow the banner image to display without interference.

Is there a way to ensure the image displayed looks the same? This is really important for the client and it is currently locking their launch. ","02/Jan/26 9:27 PM;712020:b6480fe4-bc75-4498-8e4d-0c73467e9952;!Job Page.png|thumbnail!

!Talent Pool Page.png|thumbnail!
---
08/Jan/26 12:47 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;The issue is resolved and confirmed by the client with the hlep of [~accountid:712020:735ca78f-e088-4071-b5d9-c6080292ad62] you can close this ticket",2
CSE-5313,Out of Architecture - List of Duplicates (LinkedIn URL),Roberto,Resolved,73060,"Can I get a list of duplicates based on the LinkedIn URL? 
Thanks!","13/Jan/26 6:44 PM;5d7f760b9581710c3032557e;I’m checking this
---
13/Jan/26 7:04 PM;5d7f760b9581710c3032557e;[~accountid:712020:7772c385-1177-408d-8cdb-6d3b8a5c8309] Here is the list of duplicates with their slugs

[^Duplicate Candidate (LinkedIn URL) - 73060 - Sheet1.csv]

",2
CSE-5305,Resume Formatting - Text Redaction Question ,Tara Elizabeth Jose,Resolved,6268,"While using text redaction in Resume Formatting - do we delete the selected text from the pdf or just hide it?
Can someone use a pdf editor tool and click on link or remove the white space to view what is hidden or is it truly deleted? ",12/Jan/26 2:53 PM;5ee71f2d41f7000abb05a669;It is truly deleted,1
CSE-5282,Emails not populated in Related emails and Emails missing,Sanjib Deb Roy,Cancelled,4453,"Pro Plan 10 seater client, one user, when connecting his email, his mails are populated in the Mail Box, but related emails are not showing in any entities in the last 24 hours.

Not sure of the other user till now, as he has not checked with others.","07/Jan/26 2:21 PM;622f370b33fb84006965649b;[~accountid:606c514f3e6ea000684dae98] there is aready ticket open for this, and also posted message in channel that there is one onging issue on microsoft, that is causing this issue, we are following up with nylas regarding this. 
so *closing this ticket, as it is duplicate ticket.*
ref slack link : [https://recruitcrm.slack.com/archives/C02EJUADUG7/p1767628233061899|https://recruitcrm.slack.com/archives/C02EJUADUG7/p1767628233061899|smart-link] 

red CSE ticket : [https://rcrm.atlassian.net/browse/CSE-5261|https://rcrm.atlassian.net/browse/CSE-5261|smart-link] 

CC : [~accountid:5f55ca78662e2d007652777b] ",1
